area_code_per_principal_codes_website,JACS_3.0_subject_area,principal_code,JACS_3.0_principal_subject,area_code_per_detailed_codes_website,area_per_detailed_codes_website,detailed_code,JACS_3.0_detailed_subject,flatJACS_3.0_detailed_subject
F,Languages,T4,Other Asian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T430,Other Asian society & culture studies,Other Asian society & culture studies
F,Languages,T4,Other Asian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T431,East Asian society & culture studies,East Asian society & culture studies
F,Languages,T4,Other Asian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T432,South East Asian society & culture studies,South East Asian society & culture studies
F,Languages,T4,Other Asian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T490,Other Asian studies not elsewhere classified,Other Asian studies not elsewhere classified
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T500,African studies,African studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T510,African language studies,African language studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T511,Eastern African language studies,Eastern African language studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T512,Central African language studies,Central African language studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T513,Northern African language studies,Northern African language studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T514,Southern African language studies,Southern African language studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T515,Western African language studies,Western African language studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T520,African literature studies,African literature studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T521,Eastern African literature studies,Eastern African literature studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T522,Central African literature studies,Central African literature studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T523,Northern African literature studies,Northern African literature studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T524,Southern African literature studies,Southern African literature studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T525,Western African literature studies,Western African literature studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T530,African society & culture studies,African society & culture studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T531,Eastern African society & culture studies,Eastern African society & culture studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T532,Central African society & culture studies,Central African society & culture studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T533,Northern African society & culture studies,Northern African society & culture studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T534,Southern African society & culture studies,Southern African society & culture studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T535,Western African society & culture studies,Western African society & culture studies
F,Languages,T5,African studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T590,African studies not elsewhere classified,African studies not elsewhere classified
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T600,Modern Middle Eastern studies,Modern Middle Eastern studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T610,Modern Middle Eastern language studies,Modern Middle Eastern language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T611,Arabic language studies,Arabic language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T612,Modern Standard Arabic language studies,Modern Standard Arabic language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T613,Persian language studies,Persian language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T614,Modern Hebrew language studies,Modern Hebrew language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T615,Kurdish language studies,Kurdish language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T616,Turkish language studies,Turkish language studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T620,Modern Middle Eastern literature studies,Modern Middle Eastern literature studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T621,Arabic literature studies,Arabic literature studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T623,Persian literature studies,Persian literature studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T624,Modern Hebrew literature studies,Modern Hebrew literature studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T625,Kurdish literature studies,Kurdish literature studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T626,Turkish literature studies,Turkish literature studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T630,Modern Middle Eastern society & culture studies,Modern Middle Eastern society & culture studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T631,Arab society & culture studies,Arab society & culture studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T633,Persian society & culture studies,Persian society & culture studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T634,Modern Hebrew society & culture studies,Modern Hebrew society & culture studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T635,Kurdish society & culture studies,Kurdish society & culture studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T636,Turkish society & culture studies,Turkish society & culture studies
F,Languages,T6,Modern Middle Eastern studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T690,Modern Middle Eastern studies not elsewhere classified,Modern Middle Eastern studies not elsewhere classified
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T700,American studies,American studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T710,American language studies,American language studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T711,Latin American language studies,Latin American language studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T712,United States language studies,United States language studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T713,Canadian language studies,Canadian language studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T714,Caribbean language studies,Caribbean language studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T720,American literature studies,American literature studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T721,Latin American literature studies,Latin American literature studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T722,United States literature studies,United States literature studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T723,Canadian literature studies,Canadian literature studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T724,Caribbean literature studies,Caribbean literature studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T730,American society & culture studies,American society & culture studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T731,Latin American society & culture studies,Latin American society & culture studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T732,United States society & culture studies,United States society & culture studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T733,Canadian society & culture studies,Canadian society & culture studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T734,Caribbean society & culture studies,Caribbean society & culture studies
F,Languages,T7,American studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T790,American studies not elsewhere classified,American studies not elsewhere classified
F,Languages,T8,Australasian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T800,Australasian studies,Australasian studies
F,Languages,T8,Australasian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T810,Australasian language studies,Australasian language studies
F,Languages,T8,Australasian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T820,Australasian literature studies,Australasian literature studies
F,Languages,T8,Australasian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T830,Australasian society & culture studies,Australasian society & culture studies
F,Languages,T8,Australasian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T890,Australasian studies not elsewhere classified,Australasian studies not elsewhere classified
F,Languages,T9,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T900,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects","Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects"
F,Languages,T9,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T910,"Others in Eastern, Asiatic, African, American & Australasian languages","Others in Eastern, Asiatic, African, American & Australasian languages"
F,Languages,T9,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T920,"Others in Eastern, Asiatic, African, American & Australasian literature","Others in Eastern, Asiatic, African, American & Australasian literature"
F,Languages,T9,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T930,"Others in Eastern, Asiatic, African, American & Australasian societies & culture","Others in Eastern, Asiatic, African, American & Australasian societies & culture"
F,Languages,T9,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T990,"Eastern, Asiatic, African, American & Australasian languages, literature","Eastern, Asiatic, African, American & Australasian languages, literature"
G,Historical & philosophical studies,V0,Broadly-based programmes within historical & philosophical studies,V,Historical and Philosophical Studies,V000,Historical & philosophical studies,Historical & philosophical studies
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V100,History by period,History by period
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V140,Modern history,Modern history
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V141,Modern history 1500-1599,Modern history 1500-1599
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V142,Modern history 1600-1699,Modern history 1600-1699
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V143,Modern history 1700-1799,Modern history 1700-1799
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V144,Modern history 1800-1899,Modern history 1800-1899
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V145,Modern history 1900-1919,Modern history 1900-1919
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V146,Modern history 1920-1949,Modern history 1920-1949
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V147,Modern history 1950-1999,Modern history 1950-1999
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V148,Modern history 2000-2099,Modern history 2000-2099
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V150,Medieval history,Medieval history
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V160,Ancient history,Ancient history
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V161,Late Antique history,Late Antique history
G,Historical & philosophical studies,V1,History by period,V,Historical and Philosophical Studies,V190,History by period not elsewhere classified,History by period not elsewhere classified
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V200,History by area,History by area
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V210,British history,British history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V211,Irish history,Irish history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V212,Scottish history,Scottish history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V213,Welsh history,Welsh history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V214,English history,English history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V220,European history,European history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V221,French history,French history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V222,German history,German history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V223,Italian history,Italian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V224,Iberian history,Iberian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V225,Russian history,Russian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V230,American history,American history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V231,Canadian history,Canadian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V232,USA history,USA history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V233,South American history,South American history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V234,Central American history,Central American history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V240,Asian history,Asian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V241,Chinese history,Chinese history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V242,Indian history,Indian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V243,South East Asian history,South East Asian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V244,Byzantine History,Byzantine History
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V250,African history,African history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V251,North African history,North African history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V252,Central African history,Central African history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V253,Southern African history,Southern African history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V254,East African history,East African history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V255,West African history,West African history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V260,Australasian history,Australasian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V261,Australian history,Australian history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V262,New Zealand history,New Zealand history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V270,World history,World history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V271,International history,International history
G,Historical & philosophical studies,V2,History by area,V,Historical and Philosophical Studies,V290,History by area not elsewhere classified,History by area not elsewhere classified
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V300,History by topic,History by topic
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V310,Economic history,Economic history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V320,Social history,Social history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V321,Local history,Local history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V322,Oral history,Oral history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V323,Family history,Family history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V324,Crime history,Crime history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V330,History of religions,History of religions
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V340,Intellectual history,Intellectual history
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V350,History of art,History of art
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V360,History of architecture,History of architecture
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V370,History of design,History of design
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V380,History of science,History of science
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V381,History of physics,History of physics
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V382,History of chemistry,History of chemistry
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V383,History of mathematics,History of mathematics
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V384,History of medicine,History of medicine
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V390,History by topic not elsewhere classified,History by topic not elsewhere classified
G,Historical & philosophical studies,V3,History by topic,V,Historical and Philosophical Studies,V391,Military history,Military history
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V400,Archaeology,Archaeology
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V410,Egyptology,Egyptology
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V420,Stone Age,Stone Age
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V430,Bronze Age,Bronze Age
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V440,Iron Age,Iron Age
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V450,Archaeological conservation,Archaeological conservation
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V460,Archaeological techniques,Archaeological techniques
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V470,Classical art & archaeology,Classical art & archaeology
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V471,Roman art & archaeology,Roman art & archaeology
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V472,Greek art & archaeology,Greek art & archaeology
G,Historical & philosophical studies,V4,Archaeology,V,Historical and Philosophical Studies,V490,Archaeology not elsewhere classified,Archaeology not elsewhere classified
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V500,Philosophy,Philosophy
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V510,Metaphysics,Metaphysics
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V511,Epistemology,Epistemology
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V520,Moral philosophy,Moral philosophy
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V530,Scholastic philosophy,Scholastic philosophy
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V540,Social philosophy,Social philosophy
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V550,Philosophy of science,Philosophy of science
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V560,Mental philosophy,Mental philosophy
G,Historical & philosophical studies,V5,Philosophy,V,Historical and Philosophical Studies,V590,Philosophy not elsewhere classified,Philosophy not elsewhere classified
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V600,Theology & religious studies,Theology & religious studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V610,Theology,Theology
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V620,Religious studies,Religious studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V621,Christian studies,Christian studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V622,Islamic studies,Islamic studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V623,Judaism,Judaism
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V624,Hinduism,Hinduism
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V625,Buddhism,Buddhism
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V626,Other Asian religious studies,Other Asian religious studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V627,Comparative religious studies,Comparative religious studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V630,Divinity,Divinity
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V640,Religious writings,Religious writings
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V641,The Bible & Christian texts,The Bible & Christian texts
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V642,The Qur'an & Islamic texts,The Qur'an & Islamic texts
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V643,The Torah & Judaic texts,The Torah & Judaic texts
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V644,Asian religious texts,Asian religious texts
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V645,Comparative religious texts,Comparative religious texts
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V650,Pastoral studies,Pastoral studies
G,Historical & philosophical studies,V6,Theology & religious studies,V,Historical and Philosophical Studies,V690,Theology & religious studies not elsewhere classified,Theology & religious studies not elsewhere classified
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V700,Heritage studies,Heritage studies
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V710,Heritage theory,Heritage theory
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V720,Heritage site management,Heritage site management
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V730,Natural heritage,Natural heritage
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V731,Coastal heritage management,Coastal heritage management
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V740,Visitor management including interpretation,Visitor management including interpretation
G,Historical & philosophical studies,V7,Heritage studies,V,Historical and Philosophical Studies,V750,"Oral history, heritage & genealogy","Oral history, heritage & genealogy"
G,Historical & philosophical studies,V9,Others in historical & philosophical studies,V,Historical and Philosophical Studies,V900,Others in historical & philosophical studies,Others in historical & philosophical studies
G,Historical & philosophical studies,V9,Others in historical & philosophical studies,V,Historical and Philosophical Studies,V990,Historical & philosophical studies not elsewhere classified,Historical & philosophical studies not elsewhere classified
H,Creative arts & design,W0,Broadly-based programmes within creative arts & design,W,Creative Arts and Design,W000,Creative arts & design,Creative arts & design
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W100,Fine art,Fine art
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W110,Drawing,Drawing
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W120,Painting,Painting
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W130,Sculpture,Sculpture
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W140,Printmaking,Printmaking
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W150,Calligraphy,Calligraphy
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W160,Fine art conservation,Fine art conservation
H,Creative arts & design,W1,Fine art,W,Creative Arts and Design,W190,Fine art not elsewhere classified,Fine art not elsewhere classified
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W200,Design studies,Design studies
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W210,Graphic design,Graphic design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W211,Typography,Typography
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W212,Multimedia design,Multimedia design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W213,Visual communication,Visual communication
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W220,Illustration,Illustration
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W230,Clothing/fashion design,Clothing/fashion design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W231,Textile design,Textile design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W240,Industrial/product design,Industrial/product design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W250,Interior design,Interior design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W260,Furniture design,Furniture design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W270,Ceramics design,Ceramics design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W280,Interactive & electronic design,Interactive & electronic design
H,Creative arts & design,W2,Design studies,W,Creative Arts and Design,W290,Design studies not elsewhere classified,Design studies not elsewhere classified
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W300,Music,Music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W310,Musicianship/performance studies,Musicianship/performance studies
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W311,Instrumental or vocal performance,Instrumental or vocal performance
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W312,Musical theatre,Musical theatre
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W313,Conducting,Conducting
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W314,Jazz performance,Jazz performance
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W315,Popular music performance,Popular music performance
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W316,Electronic/electro-acoustic music performance,Electronic/electro-acoustic music performance
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W317,Historical performance practice,Historical performance practice
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W320,Music education/teaching,Music education/teaching
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W330,History of music,History of music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W340,Types of music,Types of music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W341,Popular music,Popular music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W342,Film music/screen music,Film music/screen music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W343,Jazz,Jazz
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W344,Folk music,Folk music
